code,trust_name,total_waiting_list,Date
RXW,Shrewsbury and Telford Hospital NHS Trust,11505,2020-08-01
R1D,Shropshire Community Health NHS Trust,541,2020-08-01
RJC,South Warwickshire NHS Foundation Trust,3518,2020-08-01
NPG11,Spamedica (Birmingham),0,2020-08-01
NPG21,Spamedica Coventry,0,2020-08-01
NPG15,Spamedica Newcastle-Under-Lyme,0,2020-08-01
NPG20,Spamedica Wolverhampton,0,2020-08-01
NYN,Specsavers Hearcare Group Ltd,1654,2020-08-01
NT322,Spire Leicester Hospital,11,2020-08-01
NT321,Spire Little Aston Hospital,32,2020-08-01
NT30A,Spire Nottingham Hospital,46,2020-08-01
NT320,Spire Parkway Hospital,112,2020-08-01
NT301,Spire South Bank Hospital,93,2020-08-01
RNA,The Dudley Group NHS Foundation Trust,7747,2020-08-01
RL1,The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,867,2020-08-01
RRJ,The Royal Orthopaedic Hospital NHS Foundation Trust,578,2020-08-01
RL4,The Royal Wolverhampton NHS Trust,12672,2020-08-01
RWD,United Lincolnshire Hospitals NHS Trust,13879,2020-08-01
RRK,University Hospitals Birmingham NHS Foundation Trust,20063,2020-08-01
RKB,University Hospitals Coventry and Warwickshire NHS Trust,9839,2020-08-01
RTG,University Hospitals of Derby and Burton NHS Foundation Trust,13892,2020-08-01
RWE,University Hospitals of Leicester NHS Trust,18909,2020-08-01
RJE,University Hospitals of North Midlands NHS Trust,17139,2020-08-01
RBK,Walsall Healthcare NHS Trust,4976,2020-08-01
NVC21,West Midlands Hospital,112,2020-08-01
NVC23,Woodland Hospital,170,2020-08-01
NVC40,Woodthorpe Hospital,60,2020-08-01
RWP,Worcestershire Acute Hospitals NHS Trust,12493,2020-08-01
RLQ,Wye Valley NHS Trust,4703,2020-08-01
NT933,Alliance Medical MRI Service - Essex,0,2020-08-01
RC9,Bedfordshire Hospitals NHS Foundation Trust,10289,2020-08-01
NVC31,Blakelands Hospital,92,2020-08-01
NT423,BMI - The Manor Hospital,1,2020-08-01
NT432,BMI - The Sandringham Hospital,0,2020-08-01
NT434,BMI - The Saxon Clinic,1,2020-08-01
NT446,BMI St Edmunds Hospital,0,2020-08-01
RGT,Cambridge University Hospitals NHS Foundation Trust,15508,2020-08-01
RYV,Cambridgeshire Community Services NHS Trust,751,2020-08-01
DK5,Cura Health Ltd,54,2020-08-01
RWH,East and North Hertfordshire NHS Trust,11950,2020-08-01
RDE,East Suffolk and North Essex NHS Foundation Trust,9354,2020-08-01
NVC06,Fitzwilliam Hospital,46,2020-08-01
NYR,Healthshare Diagnostics,5593,2020-08-01
RGP,James Paget University Hospitals NHS Foundation Trust,6172,2020-08-01
RAJ,Mid and South Essex NHS Foundation Trust,22535,2020-08-01
RD8,Milton Keynes University Hospital NHS Foundation Trust,5236,2020-08-01
RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,16864,2020-08-01
RGN,North West Anglia NHS Foundation Trust,12525,2020-08-01
NT204,"Nuffield Health, Brentwood Hospital",1,2020-08-01
NT209,"Nuffield Health, Cambridge Hospital",1,2020-08-01
NVC13,Oaks Hospital,4,2020-08-01
NVC15,Pinehill Hospital,33,2020-08-01
NQA,Provide,253,2020-08-01
NVC19,Rivers Hospital,13,2020-08-01
RGM,Royal Papworth Hospital NHS Foundation Trust,542,2020-08-01
NPG19,Spamedica Bedford,0,2020-08-01
NPG16,Spamedica Chelmsford,0,2020-08-01
NT315,Spire Bushey Hospital,78,2020-08-01
NT317,Spire Cambridge Lea Hospital,17,2020-08-01
NT316,Spire Harpenden Hospital,79,2020-08-01
NT319,Spire Hartswood Hospital,8,2020-08-01
NT313,Spire Wellesley Hospital,169,2020-08-01
NVC18,Springfield Hospital,57,2020-08-01
NDL01,Suffolk GP Federation - Woodbridge,1473,2020-08-01
RQW,The Princess Alexandra Hospital NHS Trust,7163,2020-08-01
RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",5688,2020-08-01
RWG,West Hertfordshire Hospitals NHS Trust,6341,2020-08-01
RGR,West Suffolk NHS Foundation Trust,6442,2020-08-01
RBS,Alder Hey Children's NHS Foundation Trust,214,2020-08-01
NRP,Beacon Medical Services Group Limited,1955,2020-08-01
RXL,Blackpool Teaching Hospitals NHS Foundation Trust,5508,2020-08-01
NT401,BMI - The Alexandra Hospital,81,2020-08-01
NT403,BMI - The Beardwood Hospital,49,2020-08-01
NT404,BMI - The Beaumont Hospital,18,2020-08-01
NT420,BMI - The Highfield Hospital,26,2020-08-01
NT497,BMI Gisburne Park Hospital,0,2020-08-01
NT449,BMI The Lancaster Hospital,0,2020-08-01
RMC,Bolton NHS Foundation Trust,5119,2020-08-01
RY2,Bridgewater Community Healthcare NHS Foundation Trust,475,2020-08-01
RJR,Countess of Chester Hospital NHS Foundation Trust,5617,2020-08-01
DKE,Curx Health Limited,380,2020-08-01
NEM,Diagnostic Healthcare Ltd,3041,2020-08-01
RJN,East Cheshire NHS Trust,4839,2020-08-01
RXR,East Lancashire Hospitals NHS Trust,10413,2020-08-01
NVC05,Euxton Hall Hospital,148,2020-08-01
NVG01,Fairfield Hospital,19,2020-08-01
NVC07,Fulwood Hall Hospital,95,2020-08-01
NLE06,Glodwick Primary Care Centre,265,2020-08-01
NFO,Kleyn Healthcare,0,2020-08-01
RW5,Lancashire & South Cumbria NHS Foundation Trust,258,2020-08-01
RXN,Lancashire Teaching Hospitals NHS Foundation Trust,10070,2020-08-01
RBQ,Liverpool Heart and Chest Hospital NHS Foundation Trust,709,2020-08-01
REM,Liverpool University Hospitals NHS Foundation Trust,14986,2020-08-01
REP,Liverpool Women's NHS Foundation Trust,486,2020-08-01
NN5,Manchester Surgical Services Ltd,110,2020-08-01
R0A,Manchester University NHS Foundation Trust,21524,2020-08-01
C81081,Manor House Surgery,45,2020-08-01
NBG,Mediscan Diagnostics Services Limited,776,2020-08-01
RBT,Mid Cheshire Hospitals NHS Foundation Trust,7418,2020-08-01
NV10Y,North West Cats - Inhealth Pathway Management Centre,2131,2020-08-01
NT210,"Nuffield Health, The Grosvenor Hospital, Chester",1,2020-08-01
NVC12,Oaklands Hospital,88,2020-08-01
NV6,PDS Medical Ltd,168,2020-08-01
RW6,Pennine Acute Hospitals NHS Trust,20975,2020-08-01
NVC16,Renacres Hospital,124,2020-08-01
RM3,Salford Royal NHS Foundation Trust,12972,2020-08-01
RVY,Southport and Ormskirk Hospital NHS Trust,3032,2020-08-01
NPG13,Spamedica - Skelmersdale,0,2020-08-01
NPG08,Spamedica (Bolton),0,2020-08-01
NPG01,Spamedica (Manchester),0,2020-08-01
NPG02,Spamedica (Wirral),0,2020-08-01
NPG06,Spamedica Liverpool,0,2020-08-01
NPG17,Spamedica Preston,0,2020-08-01
NPG14,Spamedica Widnes,0,2020-08-01
NT324,Spire Cheshire Hospital,94,2020-08-01
NT347,Spire Fylde Coast Hospital,69,2020-08-01
NT337,Spire Liverpool Hospital,345,2020-08-01
NT327,Spire Manchester Hospital,52,2020-08-01
NT325,Spire Murrayfield Hospital,23,2020-08-01
NT339,Spire Regency Hospital,263,2020-08-01
RBN,St Helens and Knowsley Teaching Hospitals NHS Trust,8782,2020-08-01
RWJ,Stockport NHS Foundation Trust,11880,2020-08-01
RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,5912,2020-08-01
RBV,The Christie NHS Foundation Trust,315,2020-08-01
REN,The Clatterbridge Cancer Centre NHS Foundation Trust,27,2020-08-01
NPF01,The Industrial Diagnostics Company,33,2020-08-01
RET,The Walton Centre NHS Foundation Trust,727,2020-08-01
RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,6110,2020-08-01
RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust,8731,2020-08-01
RY7,Wirral Community Health and Care NHS Foundation Trust,120,2020-08-01
RBL,Wirral University Teaching Hospital NHS Foundation Trust,6306,2020-08-01
RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",4812,2020-08-01
AAF,360 Care Ltd,466,2020-08-01
RCF,Airedale NHS Foundation Trust,3531,2020-08-01
RFF,Barnsley Hospital NHS Foundation Trust,6177,2020-08-01
NT440,BMI - Thornbury Hospital,49,2020-08-01
NT447,BMI The Duchy Hospital,0,2020-08-01
NT448,BMI The Huddersfield Hospital,3,2020-08-01
NT457,BMI Woodlands Hospital,48,2020-08-01
RAE,Bradford Teaching Hospitals NHS Foundation Trust,9170,2020-08-01
RWY,Calderdale and Huddersfield NHS Foundation Trust,11176,2020-08-01
NVC28,Clifton Park Hospital,0,2020-08-01
NVC29,Cobalt Hospital,8,2020-08-01
RXP,County Durham and Darlington NHS Foundation Trust,8086,2020-08-01
RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,13423,2020-08-01
RR7,Gateshead Health NHS Foundation Trust,6317,2020-08-01
RCD,Harrogate and District NHS Foundation Trust,4248,2020-08-01
RWA,Hull University Teaching Hospitals NHS Trust,9417,2020-08-01
RY6,Leeds Community Healthcare NHS Trust,676,2020-08-01
RR8,Leeds Teaching Hospitals NHS Trust,13843,2020-08-01
RXF,Mid Yorkshire Hospitals NHS Trust,6809,2020-08-01
NX2,Minor Ops Ltd,11,2020-08-01
RNN,North Cumbria Integrated Care NHS Foundation Trust,12258,2020-08-01
RVW,North Tees and Hartlepool NHS Foundation Trust,4261,2020-08-01
RJL,Northern Lincolnshire and Goole NHS Foundation Trust,17627,2020-08-01
RTF,Northumbria Healthcare NHS Foundation Trust,8657,2020-08-01
NQH,Novus Health Ltd,0,2020-08-01
NT225,"Nuffield Health, Leeds Hospital",11,2020-08-01
NT229,"Nuffield Health, Newcastle Upon Tyne Hospital",3,2020-08-01
NT237,"Nuffield Health, Tees Hospital",0,2020-08-01
NT245,"Nuffield Health, York Hospital",13,2020-08-01
NVC14,Park Hill Hospital,0,2020-08-01
NEQ,Phoenix Health Solutions Limited HQ,191,2020-08-01
NEY,Pioneer Healthcare Limited,37,2020-08-01
RCU,Sheffield Children's NHS Foundation Trust,1019,2020-08-01
RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,10341,2020-08-01
RTR,South Tees Hospitals NHS Foundation Trust,8654,2020-08-01
R0B,South Tyneside and Sunderland NHS Foundation Trust,7268,2020-08-01
RXG,South West Yorkshire Partnership NHS Foundation Trust,218,2020-08-01
NPG10,Spamedica (Sheffiled),0,2020-08-01
NPG12,Spamedica Eccleshill Treatment Centre,0,2020-08-01
NPG07,Spamedica Eye Hospital (Wakefield),0,2020-08-01
NPG18,Spamedica Hull,0,2020-08-01
NT348,Spire Elland Hospital,133,2020-08-01
NT351,Spire Hull and East Riding Hospital,179,2020-08-01
NT332,Spire Leeds Hospital,23,2020-08-01
NT350,Spire Methley Park Hospital,49,2020-08-01
NT333,Spire Washington Hospital,45,2020-08-01
NVC0R,Tees Valley Hospital,135,2020-08-01
AJ8,The Grange Medical Centre HQ,45,2020-08-01
NID,The Living Care Group,0,2020-08-01
RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,10042,2020-08-01
RFR,The Rotherham NHS Foundation Trust,6639,2020-08-01
NVC20,The Yorkshire Clinic,135,2020-08-01
NN4,Tyneside Surgical Services Ltd,163,2020-08-01
AGA,Westcliffe Health Innovations Ltd,19,2020-08-01
RCB,York Teaching Hospital NHS Foundation Trust,7227,2020-08-01
NKO,Yorkshire Health Solutions Ltd,183,2020-08-01
RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",10368,2020-07-01
R1H,Barts Health NHS Trust,24414,2020-07-01
NT405,BMI - Bishops Wood,12,2020-07-01
NT409,BMI - Chelsfield Park Hospital,13,2020-07-01
NT416,BMI - Hendon Hospital,7,2020-07-01
NT436,BMI - Shirley Oaks Hospital,11,2020-07-01
NT406,BMI - The Blackheath Hospital,26,2020-07-01
NT411,BMI - The Clementine Churchill Hospital,12,2020-07-01
NT421,BMI - The Kings Oak Hospital,11,2020-07-01
NT422,BMI - The London Independent Hospital,18,2020-07-01
NT437,BMI - The Sloane Hospital,0,2020-07-01
NT451,BMI The Cavell Hospital,20,2020-07-01
NQV,Bromley Healthcare,130,2020-07-01
RV3,Central and North West London NHS Foundation Trust,28,2020-07-01
RQM,Chelsea and Westminster Hospital NHS Foundation Trust,12264,2020-07-01
RJ6,Croydon Health Services NHS Trust,6794,2020-07-01
RVR,Epsom and St Helier University Hospitals NHS Trust,14229,2020-07-01
RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,1974,2020-07-01
RJ1,Guy's and St Thomas' NHS Foundation Trust,11682,2020-07-01
RQX,Homerton University Hospital NHS Foundation Trust,5704,2020-07-01
RY9,Hounslow and Richmond Community Healthcare NHS Trust,175,2020-07-01
RYJ,Imperial College Healthcare NHS Trust,17764,2020-07-01
RJZ,King's College Hospital NHS Foundation Trust,12846,2020-07-01
RAX,Kingston Hospital NHS Foundation Trust,7191,2020-07-01
RJ2,Lewisham and Greenwich NHS Trust,17278,2020-07-01
R1K,London North West University Healthcare NHS Trust,12816,2020-07-01
RP6,Moorfields Eye Hospital NHS Foundation Trust,158,2020-07-01
NTP15,North East London Treatment Centre Care UK,120,2020-07-01
RAP,North Middlesex University Hospital NHS Trust,6464,2020-07-01
RT3,Royal Brompton & Harefield NHS Foundation Trust,311,2020-07-01
RAL,Royal Free London NHS Foundation Trust,24376,2020-07-01
RAN,Royal National Orthopaedic Hospital NHS Trust,2541,2020-07-01
RV5,South London and Maudsley NHS Foundation Trust,0,2020-07-01
NT314,Spire London East,22,2020-07-01
NT3X3,Spire St Anthony's Hospital,24,2020-07-01
RJ7,St George's University Hospitals NHS Foundation Trust,9229,2020-07-01
DK6,Surgimed Healthcare Ltd,4,2020-07-01
RAS,The Hillingdon Hospitals NHS Foundation Trust,4229,2020-07-01
RPY,The Royal Marsden NHS Foundation Trust,0,2020-07-01
RRV,University College London Hospitals NHS Foundation Trust,10084,2020-07-01
RKL,West London NHS Trust,454,2020-07-01
NVC0M,West Valley Hospital,18,2020-07-01
RKE,Whittington Health NHS Trust,3236,2020-07-01
NNV,Your Healthcare,4,2020-07-01
NT402,BMI - Bath Clinic,4,2020-07-01
NT419,BMI - The Harbour Hospital,0,2020-07-01
NT430,BMI - The Ridgeway Hospital,5,2020-07-01
NT443,BMI - The Winterbourne Hospital,4,2020-07-01
NX0,Chime Social Enterprise,1313,2020-07-01
NV302,Circle Bath Hospital,44,2020-07-01
RJ8,Cornwall Partnership NHS Foundation Trust,67,2020-07-01
NTPH3,Devizes NHS Treatment Centre,374,2020-07-01
RBD,Dorset County Hospital NHS Foundation Trust,4247,2020-07-01
RDY,Dorset Healthcare University NHS Foundation Trust,1541,2020-07-01
NVC04,Duchy Hospital,9,2020-07-01
NGL,Echogenicity Limited,380,2020-07-01
NTPH2,Emersons Green NHS Treatment Centre,696,2020-07-01
NCL01,Express Diagnostics (Derriford),65,2020-07-01
RTQ,Gloucestershire Health and Care NHS Foundation Trust,54,2020-07-01
RTE,Gloucestershire Hospitals NHS Foundation Trust,8424,2020-07-01
NWV,GP Care UK Limited,860,2020-07-01
RN3,Great Western Hospitals NHS Foundation Trust,8329,2020-07-01
NXP,Independent Health Group,0,2020-07-01
NV11D,Inhealth - Prime Endoscopy Bristol,553,2020-07-01
NVC08,Mount Stuart Hospital,45,2020-07-01
NVC09,New Hall Hospital,158,2020-07-01
RVJ,North Bristol NHS Trust,10475,2020-07-01
RBZ,Northern Devon Healthcare NHS Trust,3977,2020-07-01
NT202,"Nuffield Health, Bournemouth Hospital",0,2020-07-01
NT206,"Nuffield Health, Bristol Hospital (Chesterfield)",4,2020-07-01
NT211,"Nuffield Health, Cheltenham Hospital",0,2020-07-01
NT215,"Nuffield Health, Exeter Hospital",0,2020-07-01
NT238,"Nuffield Health, Taunton Hospital",0,2020-07-01
NTPH5,Peninsula NHS Treatment Centre,118,2020-07-01
NEF,Peninsula Ultrasound Limited,1620,2020-07-01
RD3,Poole Hospital NHS Foundation Trust,3586,2020-07-01
REF,Royal Cornwall Hospitals NHS Trust,7616,2020-07-01
RH8,Royal Devon and Exeter NHS Foundation Trust,6057,2020-07-01
RD1,Royal United Hospitals Bath NHS Foundation Trust,10556,2020-07-01
RNZ,Salisbury NHS Foundation Trust,3060,2020-07-01
NTPH1,Shepton Mallet NHS Treatment Centre,87,2020-07-01
RH5,Somerset NHS Foundation Trust,7512,2020-07-01
NT302,Spire Bristol Hospital,0,2020-07-01
NQT5K,St Martins Hospital,612,2020-07-01
AAH,Tetbury Hospital Trust Ltd,1,2020-07-01
NFC01,The Outside Clinic HQ,840,2020-07-01
RDZ,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,4659,2020-07-01
RA9,Torbay and South Devon NHS Foundation Trust,3014,2020-07-01
DTM,Ultracardiac Ltd,452,2020-07-01
RA7,University Hospitals Bristol and Weston NHS Foundation Trust,11987,2020-07-01
RK9,University Hospitals Plymouth NHS Trust,7209,2020-07-01
NVC22,Winfield Hospital,15,2020-07-01
RA4,Yeovil District Hospital NHS Foundation Trust,1795,2020-07-01
NWT,Action For Deafness,169,2020-07-01
RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,6482,2020-07-01
NVC01,Ashtead Hospital,42,2020-07-01
NWF01,Benenden Hospital,0,2020-07-01
RWX,Berkshire Healthcare NHS Foundation Trust,263,2020-07-01
DN4,Berkshire West Community Endoscopy Service,0,2020-07-01
NT417,BMI - Goring Hall Hospital,1,2020-07-01
NT433,BMI - Sarum Road Hospital,1,2020-07-01
NT408,BMI - The Chaucer Hospital,11,2020-07-01
NT410,BMI - The Chiltern Hospital,2,2020-07-01
NT418,BMI - The Hampshire Clinic,7,2020-07-01
NT428,BMI - The Princess Margaret Hospital,7,2020-07-01
NT431,BMI - The Runnymede Hospital,1,2020-07-01
NT435,BMI - The Shelburne Hospital,0,2020-07-01
NT455,BMI Mount Alvernia Hospital,2,2020-07-01
RXH,Brighton and Sussex University Hospitals NHS Trust,8559,2020-07-01
RXQ,Buckinghamshire Healthcare NHS Trust,5519,2020-07-01
NV323,Circle Reading Hospital,131,2020-07-01
RN7,Dartford and Gravesham NHS Trust,7989,2020-07-01
NGD01,Diagnostic Ultrasound Services,0,2020-07-01
NNE,Dorking Healthcare Limited (DHC),222,2020-07-01
RVV,East Kent Hospitals University NHS Foundation Trust,15483,2020-07-01
RXC,East Sussex Healthcare NHS Trust,7913,2020-07-01
NVM,Epsomedical Group,110,2020-07-01
NDJ,First Community Health and Care CIC,211,2020-07-01
RDU,Frimley Health NHS Foundation Trust,11571,2020-07-01
ATK,GP Health Partners Ltd,74,2020-07-01
RN5,Hampshire Hospitals NHS Foundation Trust,6100,2020-07-01
NWX,Here,596,2020-07-01
NVC25,Horton NHS Treatment Centre,2,2020-07-01
NV1,Inhealth Limited,18196,2020-07-01
NHA,Insidevue Limited,11,2020-07-01
R1F,Isle of Wight NHS Trust,1747,2020-07-01
G82114,Ivy Court Surgery,0,2020-07-01
RYY,Kent Community Health NHS Foundation Trust,38,2020-07-01
ADP02,Kims Hospital (Newnham Court),0,2020-07-01
RWF,Maidstone and Tunbridge Wells NHS Trust,7501,2020-07-01
DC8,Medical Imaging Partnership Ltd,734,2020-07-01
RPA,Medway NHS Foundation Trust,6970,2020-07-01
NTPAA,Mid & South Buckinghamshire Diagnostic NHS Centre,917,2020-07-01
NVC11,North Downs Hospital,10,2020-07-01
NT205,"Nuffield Health, Brighton Hospital",2,2020-07-01
NT212,"Nuffield Health, Chichester Hospital",0,2020-07-01
NT218,"Nuffield Health, Haywards Heath Hospital",0,2020-07-01
NT241,"Nuffield Health, Woking Hospital",0,2020-07-01
NT244,Nuffield Hospital Oxford (The Manor),0,2020-07-01
RTH,Oxford University Hospitals NHS Foundation Trust,13536,2020-07-01
RPG,Oxleas NHS Foundation Trust,254,2020-07-01
H82017,Park Surgery,111,2020-07-01
RHU,Portsmouth Hospitals University National Health Service Trust,6209,2020-07-01
RPC,Queen Victoria Hospital NHS Foundation Trust,485,2020-07-01
RHW,Royal Berkshire NHS Foundation Trust,4310,2020-07-01
RA2,Royal Surrey County Hospital NHS Foundation Trust,3953,2020-07-01
R1C,Solent NHS Trust,427,2020-07-01
NTP11,Southampton NHS Treatment Centre,250,2020-07-01
RW1,Southern Health NHS Foundation Trust,1099,2020-07-01
NT312,Spire Alexandra Hospital,18,2020-07-01
NT345,Spire Clare Park Hospital,10,2020-07-01
NT344,Spire Dunedin Hospital,54,2020-07-01
NT308,Spire Gatwick Park Hospital,0,2020-07-01
NT364,Spire Montefiore Hospital,2,2020-07-01
NT305,Spire Portsmouth Hospital,4,2020-07-01
NT304,Spire Southampton Hospital,1,2020-07-01
NT309,Spire Sussex Hospital,14,2020-07-01
NT343,Spire Thames Valley Hospital,0,2020-07-01
NT310,Spire Tunbridge Wells Hospital,4,2020-07-01
NTPAD,St Mary's NHS Treatment Centre,646,2020-07-01
RTP,Surrey and Sussex Healthcare NHS Trust,4282,2020-07-01
RDR,Sussex Community NHS Foundation Trust,1280,2020-07-01
NL2,Sussex Health Care Audiology Ltd,86,2020-07-01
NMC01,Sussex Medical Centre Ltd (Clive Avenue),1147,2020-07-01
AJX,Sussex MSK Partnership 2,79,2020-07-01
NVC02,The Berkshire Independent Hospital,1,2020-07-01
NXM01,The Horder Centre - St Johns Road,5,2020-07-01
RHM,University Hospital Southampton NHS Foundation Trust,7875,2020-07-01
RYR,Western Sussex Hospitals NHS Foundation Trust,9955,2020-07-01
G82729,White Cliffs Medical Centre,223,2020-07-01
G82071,Whitstable Medical Practice,131,2020-07-01
NTP16,Will Adams NHS Treatment Centre,52,2020-07-01
NTP13,Barlborough NHS Treatment Centre,47,2020-07-01
RQ3,Birmingham Women's and Children's NHS Foundation Trust,2173,2020-07-01
NT412,BMI - The Droitwich Spa Hospital,15,2020-07-01
NT424,BMI - The Meriden Hospital,13,2020-07-01
NT427,BMI - The Park Hospital,7,2020-07-01
NT429,BMI - The Priory Hospital,2,2020-07-01
NT441,BMI - Three Shires Hospital,14,2020-07-01
NT445,BMI The Edgbaston Hospital,0,2020-07-01
NT450,BMI The Lincoln Hospital,1,2020-07-01
NVC27,Boston West Hospital,0,2020-07-01
RFS,Chesterfield Royal Hospital NHS Foundation Trust,6129,2020-07-01
RYG,Coventry and Warwickshire Partnership NHS Trust,383,2020-07-01
NEP,Diagnostic World Ltd,641,2020-07-01
RLT,George Eliot Hospital NHS Trust,2024,2020-07-01
RNQ,Kettering General Hospital NHS Foundation Trust,5980,2020-07-01
RT5,Leicestershire Partnership NHS Trust,935,2020-07-01
DAY01,LLR Provider Company,724,2020-07-01
RRE,Midlands Partnership NHS Foundation Trust,110,2020-07-01
RNS,Northampton General Hospital NHS Trust,8943,2020-07-01
RX1,Nottingham University Hospitals NHS Trust,19673,2020-07-01
NT213,"Nuffield Health, Derby Hospital",11,2020-07-01
NT219,"Nuffield Health, Hereford Hospital",0,2020-07-01
NT226,"Nuffield Health, Leicester Hospital",0,2020-07-01
NT230,"Nuffield Health, North Staffordshire Hospital",0,2020-07-01
NT235,"Nuffield Health, Shrewsbury Hospital",4,2020-07-01
NT224,"Nuffield Health, Warwickshire Hospital",8,2020-07-01
NT242,"Nuffield Health, Wolverhampton Hospital",2,2020-07-01
NXV,Physiological Measurements Ltd,7904,2020-07-01
NVC17,Rowley Hall Hospital,59,2020-07-01
RXK,Sandwell and West Birmingham Hospitals NHS Trust,13694,2020-07-01
NXX,Scrivens Ltd,1033,2020-07-01
RK5,Sherwood Forest Hospitals NHS Foundation Trust,9690,2020-07-01
RXW,Shrewsbury and Telford Hospital NHS Trust,11072,2020-07-01
R1D,Shropshire Community Health NHS Trust,512,2020-07-01
RJC,South Warwickshire NHS Foundation Trust,3471,2020-07-01
NPG11,Spamedica (Birmingham),0,2020-07-01
NPG21,Spamedica Coventry,0,2020-07-01
NPG15,Spamedica Newcastle-Under-Lyme,0,2020-07-01
NPG20,Spamedica Wolverhampton,0,2020-07-01
NYN,Specsavers Hearcare Group Ltd,1306,2020-07-01
NT322,Spire Leicester Hospital,18,2020-07-01
NT321,Spire Little Aston Hospital,32,2020-07-01
NT30A,Spire Nottingham Hospital,50,2020-07-01
NT320,Spire Parkway Hospital,185,2020-07-01
NT301,Spire South Bank Hospital,113,2020-07-01
RNA,The Dudley Group NHS Foundation Trust,8268,2020-07-01
RL1,The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,1141,2020-07-01
RRJ,The Royal Orthopaedic Hospital NHS Foundation Trust,363,2020-07-01
RL4,The Royal Wolverhampton NHS Trust,11161,2020-07-01
RWD,United Lincolnshire Hospitals NHS Trust,13276,2020-07-01
RRK,University Hospitals Birmingham NHS Foundation Trust,23250,2020-07-01
RKB,University Hospitals Coventry and Warwickshire NHS Trust,9716,2020-07-01
RTG,University Hospitals of Derby and Burton NHS Foundation Trust,14468,2020-07-01
RWE,University Hospitals of Leicester NHS Trust,19343,2020-07-01
RJE,University Hospitals of North Midlands NHS Trust,17776,2020-07-01
RBK,Walsall Healthcare NHS Trust,5343,2020-07-01
NVC21,West Midlands Hospital,98,2020-07-01
NVC23,Woodland Hospital,130,2020-07-01
NVC40,Woodthorpe Hospital,19,2020-07-01
RWP,Worcestershire Acute Hospitals NHS Trust,12199,2020-07-01
RLQ,Wye Valley NHS Trust,4368,2020-07-01
NT933,Alliance Medical MRI Service - Essex,0,2020-07-01
RC9,Bedfordshire Hospitals NHS Foundation Trust,10560,2020-07-01
NVC31,Blakelands Hospital,77,2020-07-01
NT423,BMI - The Manor Hospital,0,2020-07-01
NT432,BMI - The Sandringham Hospital,6,2020-07-01
NT434,BMI - The Saxon Clinic,2,2020-07-01
NT446,BMI St Edmunds Hospital,0,2020-07-01
RGT,Cambridge University Hospitals NHS Foundation Trust,15504,2020-07-01
RYV,Cambridgeshire Community Services NHS Trust,782,2020-07-01
DK5,Cura Health Ltd,54,2020-07-01
RWH,East and North Hertfordshire NHS Trust,12669,2020-07-01
RDE,East Suffolk and North Essex NHS Foundation Trust,9425,2020-07-01
NVC06,Fitzwilliam Hospital,70,2020-07-01
NYR,Healthshare Diagnostics,5135,2020-07-01
RGP,James Paget University Hospitals NHS Foundation Trust,5798,2020-07-01
RAJ,Mid and South Essex NHS Foundation Trust,23658,2020-07-01
RD8,Milton Keynes University Hospital NHS Foundation Trust,4453,2020-07-01
RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,15664,2020-07-01
RGN,North West Anglia NHS Foundation Trust,11153,2020-07-01
NT204,"Nuffield Health, Brentwood Hospital",3,2020-07-01
NT209,"Nuffield Health, Cambridge Hospital",2,2020-07-01
NVC13,Oaks Hospital,1,2020-07-01
NVC15,Pinehill Hospital,36,2020-07-01
NQA,Provide,181,2020-07-01
NVC19,Rivers Hospital,13,2020-07-01
RGM,Royal Papworth Hospital NHS Foundation Trust,287,2020-07-01
NPG19,Spamedica Bedford,0,2020-07-01
NPG16,Spamedica Chelmsford,0,2020-07-01
NT315,Spire Bushey Hospital,126,2020-07-01
NT317,Spire Cambridge Lea Hospital,16,2020-07-01
NT316,Spire Harpenden Hospital,50,2020-07-01
NT319,Spire Hartswood Hospital,5,2020-07-01
NT313,Spire Wellesley Hospital,76,2020-07-01
NVC18,Springfield Hospital,19,2020-07-01
NDL01,Suffolk GP Federation - Woodbridge,1454,2020-07-01
RQW,The Princess Alexandra Hospital NHS Trust,7236,2020-07-01
RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",5330,2020-07-01
RWG,West Hertfordshire Hospitals NHS Trust,5676,2020-07-01
RGR,West Suffolk NHS Foundation Trust,6428,2020-07-01
RBS,Alder Hey Children's NHS Foundation Trust,255,2020-07-01
NRP,Beacon Medical Services Group Limited,1996,2020-07-01
